session_id,user_id,video_id,video_duration_s,event_type,video_time_s,event_time,device,playback_rate
s_v_000_0032,u_0076,v_000,900,play,0,2026-07-01T23:10:28Z,desktop,1.5
s_v_000_0033,u_0687,v_000,900,play,0,2026-07-05T20:18:27Z,mobile,1.5
s_v_000_0034,u_0834,v_000,900,play,0,2026-07-04T04:05:32Z,desktop,1.0
s_v_000_0035,u_0751,v_000,900,play,0,2026-07-05T17:49:17Z,desktop,1.25
s_v_000_0036,u_0208,v_000,900,play,0,2026-07-11T17:53:17Z,tablet,1.0
s_v_000_0037,u_0136,v_000,900,play,0,2026-07-06T20:07:07Z,mobile,1.5
s_v_000_0038,u_0086,v_000,900,play,0,2026-07-12T16:28:39Z,desktop,1.5
s_v_000_0039,u_0312,v_000,900,play,0,2026-07-01T14:15:24Z,mobile,1.0
s_v_000_0040,u_0813,v_000,900,play,0,2026-06-21T19:55:29Z,desktop,1.0
s_v_000_0041,u_0860,v_000,900,play,0,2026-06-24T14:35:09Z,tablet,1.0
s_v_000_0042,u_0587,v_000,900,play,0,2026-06-21T02:51:51Z,desktop,1.5
s_v_000_0043,u_0844,v_000,900,play,0,2026-07-01T23:48:41Z,mobile,1.5
s_v_000_0044,u_0353,v_000,900,play,0,2026-06-29T15:08:20Z,mobile,1.0
s_v_000_0045,u_0844,v_000,900,play,0,2026-07-08T18:26:12Z,desktop,1.25
s_v_000_0046,u_0059,v_000,900,play,0,2026-06-30T03:24:15Z,mobile,1.5
s_v_000_0047,u_0265,v_000,900,play,0,2026-07-08T20:25:55Z,mobile,1.5
s_v_000_0048,u_0749,v_000,900,play,0,2026-07-11T23:37:52Z,desktop,1.0
s_v_000_0049,u_0114,v_000,900,play,0,2026-06-23T22:52:58Z,mobile,1.25
s_v_000_0050,u_0663,v_000,900,play,0,2026-07-12T01:06:00Z,desktop,1.0
s_v_000_0051,u_0859,v_000,900,play,0,2026-07-02T01:24:51Z,mobile,1.0
s_v_000_0052,u_0161,v_000,900,play,0,2026-07-11T00:15:03Z,desktop,1.25
s_v_000_0053,u_0107,v_000,900,play,0,2026-07-05T01:06:51Z,desktop,1.5
s_v_000_0054,u_0014,v_000,900,play,0,2026-07-05T09:30:12Z,mobile,1.0
s_v_000_0055,u_0612,v_000,900,play,0,2026-07-10T19:09:52Z,desktop,1.5
s_v_000_0056,u_0457,v_000,900,play,0,2026-07-12T15:07:39Z,desktop,1.5
s_v_000_0057,u_0551,v_000,900,play,0,2026-06-27T17:29:43Z,desktop,1.0
s_v_000_0058,u_0245,v_000,900,play,0,2026-07-06T22:33:10Z,mobile,1.5
s_v_000_0059,u_0851,v_000,900,play,0,2026-07-09T14:53:50Z,desktop,1.0
s_v_000_0060,u_0236,v_000,900,play,0,2026-06-22T18:24:59Z,desktop,1.0
s_v_000_0061,u_0529,v_000,900,play,0,2026-06-24T10:43:51Z,mobile,1.5
s_v_000_0062,u_0519,v_000,900,play,0,2026-07-02T13:07:02Z,desktop,1.0
s_v_000_0063,u_0255,v_000,900,play,0,2026-07-06T16:27:26Z,desktop,1.25
s_v_000_0064,u_0505,v_000,900,play,0,2026-06-21T08:37:12Z,mobile,1.5
s_v_000_0065,u_0389,v_000,900,play,0,2026-06-29T02:38:55Z,mobile,1.0
s_v_000_0066,u_0884,v_000,900,play,0,2026-07-02T23:28:01Z,tablet,1.5
s_v_000_0067,u_0869,v_000,900,play,0,2026-07-01T17:19:39Z,desktop,1.0
s_v_000_0068,u_0306,v_000,900,play,0,2026-07-11T07:07:01Z,desktop,1.0
s_v_000_0069,u_0158,v_000,900,play,0,2026-06-23T09:17:59Z,mobile,1.0
s_v_000_0070,u_0237,v_000,900,play,0,2026-06-25T00:30:00Z,desktop,1.0
s_v_000_0071,u_0891,v_000,900,play,0,2026-07-12T20:58:46Z,mobile,1.5
s_v_000_0072,u_0633,v_000,900,play,0,2026-07-06T05:25:26Z,desktop,1.25
s_v_000_0073,u_0364,v_000,900,play,0,2026-07-02T12:00:00Z,mobile,1.0
s_v_000_0074,u_0450,v_000,900,play,0,2026-07-07T00:42:32Z,mobile,1.25
s_v_000_0075,u_0208,v_000,900,play,0,2026-06-20T15:06:41Z,desktop,1.0
s_v_000_0076,u_0342,v_000,900,play,0,2026-06-20T14:34:52Z,desktop,1.0
s_v_000_0077,u_0579,v_000,900,play,0,2026-07-03T19:24:50Z,mobile,1.0
s_v_000_0078,u_0513,v_000,900,play,0,2026-07-12T18:03:26Z,desktop,1.0
s_v_000_0079,u_0188,v_000,900,play,0,2026-07-09T11:29:48Z,mobile,1.0
s_v_000_0080,u_0368,v_000,900,play,0,2026-07-11T08:17:41Z,desktop,1.0
s_v_000_0081,u_0593,v_000,900,play,0,2026-07-06T06:20:02Z,desktop,1.0
s_v_000_0082,u_0291,v_000,900,play,0,2026-06-20T21:48:23Z,desktop,1.0
s_v_000_0083,u_0400,v_000,900,play,0,2026-07-12T06:58:40Z,desktop,1.0
s_v_000_0084,u_0208,v_000,900,play,0,2026-06-28T04:52:49Z,desktop,1.25
s_v_000_0085,u_0236,v_000,900,play,0,2026-06-25T20:41:33Z,mobile,1.0
s_v_000_0086,u_0042,v_000,900,play,0,2026-06-21T03:35:07Z,tablet,1.5
s_v_000_0087,u_0068,v_000,900,play,0,2026-06-22T10:51:39Z,desktop,1.25
s_v_000_0088,u_0579,v_000,900,play,0,2026-06-28T13:17:52Z,mobile,1.25
s_v_000_0089,u_0656,v_000,900,play,0,2026-06-23T08:20:17Z,mobile,1.25
s_v_000_0090,u_0382,v_000,900,play,0,2026-06-28T14:14:48Z,mobile,1.25
s_v_000_0091,u_0708,v_000,900,play,0,2026-07-11T22:18:11Z,desktop,1.25
s_v_000_0092,u_0011,v_000,900,play,0,2026-07-12T15:59:45Z,mobile,1.0
s_v_000_0093,u_0689,v_000,900,play,0,2026-07-03T00:28:22Z,desktop,1.25
s_v_000_0094,u_0387,v_000,900,play,0,2026-07-08T22:30:05Z,mobile,1.0
s_v_000_0095,u_0546,v_000,900,play,0,2026-07-13T00:27:53Z,mobile,1.25
s_v_000_0096,u_0733,v_000,900,play,0,2026-06-20T20:16:35Z,desktop,1.0
s_v_000_0097,u_0377,v_000,900,play,0,2026-07-13T06:21:39Z,desktop,1.25
s_v_000_0098,u_0391,v_000,900,play,0,2026-07-06T15:02:18Z,desktop,1.25
s_v_000_0099,u_0045,v_000,900,play,0,2026-06-28T05:16:37Z,mobile,1.25
s_v_000_0100,u_0205,v_000,900,play,0,2026-07-01T21:32:46Z,desktop,1.25
s_v_000_0101,u_0493,v_000,900,play,0,2026-06-30T21:51:54Z,mobile,1.0
s_v_000_0102,u_0526,v_000,900,play,0,2026-07-13T00:50:26Z,mobile,1.5
s_v_000_0103,u_0801,v_000,900,play,0,2026-07-10T07:47:15Z,mobile,1.0
s_v_000_0104,u_0486,v_000,900,play,0,2026-06-24T11:46:02Z,desktop,1.5
s_v_000_0105,u_0306,v_000,900,play,0,2026-07-01T07:58:38Z,mobile,1.0
s_v_000_0106,u_0070,v_000,900,play,0,2026-07-02T00:18:20Z,mobile,1.25
s_v_000_0107,u_0118,v_000,900,play,0,2026-07-01T14:46:45Z,desktop,1.0
s_v_000_0108,u_0850,v_000,900,play,0,2026-06-20T08:18:58Z,mobile,1.0
s_v_000_0109,u_0178,v_000,900,play,0,2026-07-08T20:10:05Z,desktop,1.25
s_v_000_0110,u_0232,v_000,900,play,0,2026-06-22T03:21:52Z,tablet,1.25
s_v_000_0111,u_0057,v_000,900,play,0,2026-06-21T22:19:32Z,desktop,1.25
s_v_000_0112,u_0007,v_000,900,play,0,2026-06-29T00:29:02Z,desktop,1.0
s_v_000_0113,u_0863,v_000,900,play,0,2026-06-22T09:22:32Z,desktop,1.5
s_v_000_0114,u_0158,v_000,900,play,0,2026-07-04T02:59:42Z,tablet,1.0
s_v_000_0115,u_0066,v_000,900,play,0,2026-07-09T22:26:28Z,mobile,1.5
s_v_000_0116,u_0106,v_000,900,play,0,2026-07-01T02:38:27Z,desktop,1.0
s_v_000_0117,u_0743,v_000,900,play,0,2026-07-08T06:38:51Z,mobile,1.25
s_v_000_0118,u_0210,v_000,900,play,0,2026-07-04T17:13:56Z,desktop,1.0
s_v_000_0119,u_0748,v_000,900,play,0,2026-06-30T03:40:13Z,mobile,1.25
s_v_000_0120,u_0647,v_000,900,play,0,2026-07-07T06:18:23Z,mobile,1.0
s_v_000_0121,u_0898,v_000,900,play,0,2026-06-26T11:18:29Z,desktop,1.25
s_v_000_0122,u_0504,v_000,900,play,0,2026-07-09T02:44:18Z,desktop,1.0
s_v_000_0123,u_0043,v_000,900,play,0,2026-07-09T13:14:56Z,desktop,1.5
s_v_000_0124,u_0226,v_000,900,play,0,2026-07-13T10:17:28Z,mobile,1.25
s_v_000_0125,u_0092,v_000,900,play,0,2026-07-13T01:57:53Z,desktop,1.5
s_v_000_0126,u_0824,v_000,900,play,0,2026-06-29T03:00:42Z,mobile,1.0
s_v_000_0127,u_0434,v_000,900,play,0,2026-06-26T08:40:00Z,tablet,1.0
s_v_000_0128,u_0545,v_000,900,play,0,2026-07-01T21:47:31Z,mobile,1.25
s_v_000_0129,u_0548,v_000,900,play,0,2026-07-08T06:29:19Z,mobile,1.0
s_v_000_0130,u_0404,v_000,900,play,0,2026-07-12T21:14:42Z,desktop,1.0
s_v_000_0131,u_0724,v_000,900,play,0,2026-07-07T08:26:47Z,mobile,1.0
s_v_000_0132,u_0360,v_000,900,play,0,2026-06-28T02:19:14Z,mobile,1.0
s_v_000_0133,u_0645,v_000,900,play,0,2026-06-21T07:54:24Z,mobile,1.0
s_v_000_0134,u_0620,v_000,900,play,0,2026-06-22T08:29:39Z,tablet,1.0
s_v_000_0135,u_0556,v_000,900,play,0,2026-07-11T00:44:43Z,mobile,1.0
s_v_000_0136,u_0153,v_000,900,play,0,2026-06-28T02:33:45Z,mobile,1.0
s_v_000_0137,u_0658,v_000,900,play,0,2026-07-02T13:11:27Z,desktop,1.0
s_v_001_0000,u_0529,v_001,240,play,0,2026-07-06T03:27:54Z,tablet,1.5
s_v_001_0001,u_0351,v_001,240,play,0,2026-06-25T11:52:08Z,tablet,1.25
s_v_001_0002,u_0306,v_001,240,play,0,2026-07-11T11:33:45Z,mobile,1.25
s_v_001_0003,u_0697,v_001,240,play,0,2026-07-07T08:59:54Z,desktop,1.0
s_v_001_0004,u_0230,v_001,240,play,0,2026-07-11T16:24:29Z,desktop,1.0
s_v_001_0005,u_0034,v_001,240,play,0,2026-07-09T12:30:19Z,desktop,1.0
s_v_001_0006,u_0185,v_001,240,play,0,2026-07-06T08:17:00Z,desktop,1.0
s_v_001_0007,u_0012,v_001,240,play,0,2026-07-01T15:06:05Z,mobile,1.0
s_v_001_0008,u_0135,v_001,240,play,0,2026-06-21T05:33:31Z,mobile,1.25
s_v_001_0009,u_0011,v_001,240,play,0,2026-07-11T05:47:43Z,desktop,1.0
s_v_001_0010,u_0062,v_001,240,play,0,2026-07-01T16:43:02Z,desktop,1.0
s_v_001_0011,u_0464,v_001,240,play,0,2026-07-12T19:58:28Z,desktop,1.0
s_v_001_0012,u_0718,v_001,240,play,0,2026-07-11T00:39:16Z,mobile,1.0
s_v_001_0013,u_0343,v_001,240,play,0,2026-07-11T17:22:10Z,desktop,1.0
s_v_001_0014,u_0877,v_001,240,play,0,2026-06-29T00:04:50Z,desktop,1.0
s_v_001_0015,u_0290,v_001,240,play,0,2026-06-21T14:59:14Z,mobile,1.0
s_v_001_0016,u_0580,v_001,240,play,0,2026-07-11T07:29:58Z,desktop,1.0
s_v_001_0017,u_0737,v_001,240,play,0,2026-07-07T16:37:26Z,mobile,1.25
s_v_001_0018,u_0570,v_001,240,play,0,2026-07-02T06:05:17Z,desktop,1.0
s_v_001_0019,u_0278,v_001,240,play,0,2026-06-21T04:44:18Z,mobile,1.0
s_v_001_0020,u_0241,v_001,240,play,0,2026-07-13T11:11:20Z,mobile,1.25
s_v_001_0021,u_0281,v_001,240,play,0,2026-07-09T01:20:15Z,desktop,1.0
s_v_001_0022,u_0521,v_001,240,play,0,2026-07-13T03:33:16Z,mobile,1.0
s_v_001_0023,u_0412,v_001,240,play,0,2026-07-07T14:45:37Z,mobile,1.0
s_v_001_0024,u_0691,v_001,240,play,0,2026-06-28T02:40:04Z,mobile,1.25
s_v_001_0025,u_0553,v_001,240,play,0,2026-06-20T11:52:57Z,desktop,1.0
s_v_001_0026,u_0774,v_001,240,play,0,2026-07-01T04:29:49Z,mobile,1.25
s_v_001_0027,u_0803,v_001,240,play,0,2026-06-23T12:25:32Z,desktop,1.25
s_v_001_0028,u_0751,v_001,240,play,0,2026-06-30T15:59:21Z,desktop,1.0
s_v_001_0029,u_0154,v_001,240,play,0,2026-06-27T21:39:36Z,desktop,1.0
s_v_001_0030,u_0141,v_001,240,play,0,2026-06-30T15:49:00Z,desktop,1.25
s_v_001_0031,u_0478,v_001,240,play,0,2026-07-08T00:22:37Z,mobile,1.0
s_v_001_0032,u_0475,v_001,240,play,0,2026-06-24T18:18:52Z,desktop,1.0
s_v_001_0033,u_0183,v_001,240,play,0,2026-06-27T23:48:57Z,desktop,1.5
s_v_001_0034,u_0715,v_001,240,play,0,2026-07-13T10:17:07Z,tablet,1.0
s_v_001_0035,u_0177,v_001,240,play,0,2026-06-24T19:32:00Z,desktop,1.0
s_v_001_0036,u_0344,v_001,240,play,0,2026-06-23T01:03:13Z,mobile,1.0
s_v_001_0037,u_0250,v_001,240,play,0,2026-06-29T10:00:30Z,mobile,1.0
s_v_001_0038,u_0646,v_001,240,play,0,2026-07-02T12:36:49Z,desktop,1.0
s_v_001_0039,u_0493,v_001,240,play,0,2026-06-27T10:39:48Z,mobile,1.0
s_v_001_0040,u_0521,v_001,240,play,0,2026-06-30T04:25:17Z,mobile,1.5
s_v_001_0041,u_0839,v_001,240,play,0,2026-07-12T03:12:04Z,mobile,1.5
s_v_001_0042,u_0536,v_001,240,play,0,2026-06-25T20:34:42Z,desktop,1.0
s_v_001_0043,u_0522,v_001,240,play,0,2026-06-24T16:09:20Z,desktop,1.0
s_v_001_0044,u_0622,v_001,240,play,0,2026-06-22T19:05:34Z,mobile,1.0
s_v_001_0045,u_0383,v_001,240,play,0,2026-06-21T02:41:25Z,desktop,1.25
s_v_001_0046,u_0155,v_001,240,play,0,2026-07-04T12:25:26Z,desktop,1.0
s_v_001_0047,u_0663,v_001,240,play,0,2026-06-23T17:59:04Z,mobile,1.0
s_v_001_0048,u_0030,v_001,240,play,0,2026-07-08T04:08:23Z,mobile,1.0
s_v_001_0049,u_0191,v_001,240,play,0,2026-07-09T01:43:37Z,desktop,1.25
s_v_001_0050,u_0363,v_001,240,play,0,2026-07-03T23:54:11Z,desktop,1.0
s_v_001_0051,u_0116,v_001,240,play,0,2026-07-04T12:46:28Z,mobile,1.25
s_v_001_0052,u_0498,v_001,240,play,0,2026-06-25T16:58:04Z,desktop,1.25
s_v_001_0053,u_0025,v_001,240,play,0,2026-06-22T17:33:27Z,mobile,1.0
s_v_001_0054,u_0451,v_001,240,play,0,2026-06-23T20:41:17Z,mobile,1.0
s_v_001_0055,u_0510,v_001,240,play,0,2026-07-13T11:15:29Z,mobile,1.0
s_v_001_0056,u_0602,v_001,240,play,0,2026-07-05T05:35:37Z,desktop,1.0
s_v_001_0057,u_0346,v_001,240,play,0,2026-07-10T12:32:28Z,tablet,1.5
s_v_001_0058,u_0575,v_001,240,play,0,2026-06-27T18:11:53Z,desktop,1.25
s_v_001_0059,u_0550,v_001,240,play,0,2026-07-06T20:39:22Z,desktop,1.0
s_v_001_0060,u_0157,v_001,240,play,0,2026-07-12T17:00:38Z,desktop,1.0
s_v_001_0061,u_0060,v_001,240,play,0,2026-06-23T05:41:47Z,mobile,1.5
s_v_001_0062,u_0555,v_001,240,play,0,2026-06-23T08:49:54Z,mobile,1.25
s_v_001_0063,u_0055,v_001,240,play,0,2026-06-27T22:30:24Z,desktop,1.0
s_v_001_0064,u_0485,v_001,240,play,0,2026-07-08T22:53:25Z,desktop,1.0
s_v_001_0065,u_0428,v_001,240,play,0,2026-07-10T23:53:26Z,tablet,1.0
s_v_001_0066,u_0216,v_001,240,play,0,2026-06-29T17:23:10Z,desktop,1.0
s_v_001_0067,u_0091,v_001,240,play,0,2026-07-07T06:39:31Z,desktop,1.0
s_v_001_0068,u_0325,v_001,240,play,0,2026-06-30T00:40:40Z,desktop,1.0
s_v_001_0069,u_0253,v_001,240,play,0,2026-07-07T00:57:11Z,desktop,1.0
s_v_001_0070,u_0465,v_001,240,play,0,2026-06-23T10:52:38Z,desktop,1.5
s_v_001_0071,u_0773,v_001,240,play,0,2026-06-25T02:02:44Z,mobile,1.0
s_v_001_0072,u_0012,v_001,240,play,0,2026-06-27T16:46:13Z,tablet,1.0
s_v_001_0073,u_0673,v_001,240,play,0,2026-07-07T13:32:51Z,desktop,1.0
s_v_001_0074,u_0895,v_001,240,play,0,2026-07-03T21:36:31Z,mobile,1.25
s_v_001_0075,u_0109,v_001,240,play,0,2026-06-24T02:42:09Z,desktop,1.25
s_v_001_0076,u_0033,v_001,240,play,0,2026-06-21T02:04:56Z,desktop,1.0
s_v_001_0077,u_0711,v_001,240,play,0,2026-06-22T21:56:26Z,desktop,1.5
s_v_001_0078,u_0651,v_001,240,play,0,2026-07-02T23:39:18Z,desktop,1.5
s_v_001_0079,u_0386,v_001,240,play,0,2026-06-20T09:54:11Z,mobile,1.25
s_v_001_0080,u_0784,v_001,240,play,0,2026-06-30T22:22:02Z,desktop,1.25
s_v_001_0081,u_0250,v_001,240,play,0,2026-07-01T07:27:08Z,mobile,1.0
s_v_001_0082,u_0618,v_001,240,play,0,2026-07-09T02:12:35Z,mobile,1.0
s_v_001_0083,u_0053,v_001,240,play,0,2026-07-12T02:33:46Z,desktop,1.0
s_v_001_0084,u_0763,v_001,240,play,0,2026-06-21T18:53:12Z,mobile,1.0
s_v_001_0085,u_0137,v_001,240,play,0,2026-06-25T00:49:03Z,desktop,1.5
s_v_001_0086,u_0880,v_001,240,play,0,2026-07-09T10:28:04Z,desktop,1.25
s_v_001_0087,u_0085,v_001,240,play,0,2026-06-23T23:24:29Z,desktop,1.0
s_v_001_0088,u_0161,v_001,240,play,0,2026-06-21T22:28:48Z,desktop,1.0
s_v_001_0089,u_0003,v_001,240,play,0,2026-07-09T19:25:36Z,desktop,1.0
s_v_001_0090,u_0776,v_001,240,play,0,2026-06-28T14:10:10Z,mobile,1.0
s_v_001_0091,u_0271,v_001,240,play,0,2026-07-11T21:32:07Z,mobile,1.0
s_v_001_0092,u_0044,v_001,240,play,0,2026-06-30T04:30:19Z,desktop,1.0
s_v_001_0093,u_0362,v_001,240,play,0,2026-07-02T05:23:42Z,desktop,1.0
s_v_001_0094,u_0498,v_001,240,play,0,2026-07-02T16:55:13Z,desktop,1.5
s_v_001_0095,u_0096,v_001,240,play,0,2026-07-05T04:23:03Z,desktop,1.0
s_v_001_0096,u_0643,v_001,240,play,0,2026-06-25T00:09:55Z,mobile,1.0
s_v_001_0097,u_0546,v_001,240,play,0,2026-06-22T23:13:12Z,desktop,1.25
s_v_001_0098,u_0346,v_001,240,play,0,2026-07-09T06:24:38Z,desktop,1.0
s_v_001_0099,u_0877,v_001,240,play,0,2026-06-23T09:15:51Z,tablet,1.0
s_v_001_0100,u_0064,v_001,240,play,0,2026-06-21T05:52:09Z,mobile,1.0
s_v_001_0101,u_0036,v_001,240,play,0,2026-07-12T14:50:58Z,mobile,1.0
s_v_001_0102,u_0214,v_001,240,play,0,2026-07-04T13:25:20Z,mobile,1.0
s_v_001_0103,u_0219,v_001,240,play,0,2026-07-09T13:25:17Z,desktop,1.5
s_v_001_0104,u_0216,v_001,240,play,0,2026-06-27T09:10:14Z,tablet,1.0
s_v_001_0105,u_0579,v_001,240,play,0,2026-07-09T19:56:53Z,mobile,1.0
s_v_001_0106,u_0418,v_001,240,play,0,2026-06-23T18:59:12Z,mobile,1.0
s_v_001_0107,u_0796,v_001,240,play,0,2026-06-23T22:46:15Z,desktop,1.5
s_v_001_0108,u_0733,v_001,240,play,0,2026-06-28T16:49:34Z,tablet,1.0
s_v_001_0109,u_0030,v_001,240,play,0,2026-07-08T13:03:52Z,desktop,1.5
s_v_001_0110,u_0671,v_001,240,play,0,2026-07-12T18:03:53Z,desktop,1.0
s_v_001_0111,u_0699,v_001,240,play,0,2026-06-29T06:46:19Z,mobile,1.0
s_v_001_0112,u_0639,v_001,240,play,0,2026-07-10T08:12:22Z,desktop,1.5
s_v_001_0113,u_0816,v_001,240,play,0,2026-06-27T07:47:28Z,mobile,1.5
s_v_001_0114,u_0649,v_001,240,play,0,2026-07-06T21:17:27Z,desktop,1.0
s_v_001_0115,u_0483,v_001,240,play,0,2026-07-06T11:28:55Z,desktop,1.0
s_v_001_0116,u_0845,v_001,240,play,0,2026-06-30T23:37:01Z,mobile,1.5
s_v_001_0117,u_0039,v_001,240,play,0,2026-07-08T19:18:45Z,mobile,1.0
s_v_001_0118,u_0490,v_001,240,play,0,2026-06-25T00:20:38Z,desktop,1.5
s_v_001_0119,u_0667,v_001,240,play,0,2026-07-09T04:25:50Z,mobile,1.0
s_v_001_0120,u_0888,v_001,240,play,0,2026-06-21T18:09:53Z,desktop,1.0
s_v_001_0121,u_0351,v_001,240,play,0,2026-06-22T09:11:13Z,mobile,1.25
s_v_001_0122,u_0006,v_001,240,play,0,2026-07-05T01:34:53Z,desktop,1.0
s_v_001_0123,u_0117,v_001,240,play,0,2026-07-09T22:07:09Z,tablet,1.25
s_v_001_0124,u_0615,v_001,240,play,0,2026-07-12T06:30:30Z,mobile,1.5
s_v_001_0125,u_0116,v_001,240,play,0,2026-06-29T00:24:10Z,mobile,1.0
s_v_001_0126,u_0854,v_001,240,play,0,2026-06-26T22:09:33Z,mobile,1.0
s_v_001_0127,u_0551,v_001,240,play,0,2026-07-09T22:24:18Z,mobile,1.5
s_v_001_0128,u_0672,v_001,240,play,0,2026-07-09T22:06:28Z,mobile,1.0
s_v_001_0129,u_0878,v_001,240,play,0,2026-07-09T17:24:37Z,mobile,1.0
s_v_001_0130,u_0288,v_001,240,play,0,2026-06-22T13:46:07Z,mobile,1.0
s_v_001_0131,u_0449,v_001,240,play,0,2026-07-08T21:09:13Z,tablet,1.25
s_v_001_0132,u_0717,v_001,240,play,0,2026-07-02T19:50:08Z,mobile,1.0
s_v_001_0133,u_0051,v_001,240,play,0,2026-07-12T18:20:26Z,mobile,1.5
s_v_001_0134,u_0567,v_001,240,play,0,2026-07-06T02:34:48Z,desktop,1.0
s_v_001_0135,u_0018,v_001,240,play,0,2026-07-12T13:36:29Z,desktop,1.25
s_v_001_0136,u_0779,v_001,240,play,0,2026-07-03T15:22:11Z,desktop,1.25
s_v_001_0137,u_0442,v_001,240,play,0,2026-07-01T08:47:44Z,mobile,1.0
s_v_001_0138,u_0567,v_001,240,play,0,2026-06-29T06:41:32Z,mobile,1.5
s_v_001_0139,u_0271,v_001,240,play,0,2026-06-26T19:11:23Z,mobile,1.0
s_v_001_0140,u_0130,v_001,240,play,0,2026-07-02T09:29:29Z,mobile,1.0
s_v_001_0141,u_0533,v_001,240,play,0,2026-06-24T18:28:12Z,mobile,1.5
s_v_001_0142,u_0806,v_001,240,play,0,2026-07-05T21:41:21Z,desktop,1.5
s_v_001_0143,u_0441,v_001,240,play,0,2026-06-20T10:40:54Z,mobile,1.0
s_v_001_0144,u_0047,v_001,240,play,0,2026-07-06T10:48:03Z,desktop,1.5
s_v_001_0145,u_0456,v_001,240,play,0,2026-07-07T00:03:13Z,mobile,1.0
s_v_001_0146,u_0139,v_001,240,play,0,2026-07-09T09:15:25Z,desktop,1.0
s_v_001_0147,u_0770,v_001,240,play,0,2026-06-20T13:39:50Z,mobile,1.0
s_v_001_0148,u_0035,v_001,240,play,0,2026-07-04T03:41:46Z,desktop,1.25
s_v_001_0149,u_0389,v_001,240,play,0,2026-07-12T03:36:52Z,desktop,1.0
s_v_001_0150,u_0120,v_001,240,play,0,2026-07-01T02:41:26Z,desktop,1.25
s_v_001_0151,u_0002,v_001,240,play,0,2026-06-22T12:54:52Z,tablet,1.0
s_v_001_0152,u_0097,v_001,240,play,0,2026-07-02T13:05:46Z,desktop,1.0
s_v_001_0153,u_0106,v_001,240,play,0,2026-06-21T08:08:02Z,desktop,1.0
s_v_001_0154,u_0059,v_001,240,play,0,2026-06-25T22:27:21Z,desktop,1.5
s_v_001_0155,u_0378,v_001,240,play,0,2026-07-10T18:10:16Z,tablet,1.25
s_v_001_0156,u_0262,v_001,240,play,0,2026-07-06T11:39:40Z,desktop,1.25
s_v_001_0157,u_0352,v_001,240,play,0,2026-07-03T07:56:36Z,desktop,1.0
